class_label,landmark_0_x,landmark_0_y,landmark_1_x,landmark_1_y,landmark_2_x,landmark_2_y,landmark_3_x,landmark_3_y,landmark_4_x,landmark_4_y,landmark_5_x,landmark_5_y,landmark_6_x,landmark_6_y,landmark_7_x,landmark_7_y,landmark_8_x,landmark_8_y,landmark_9_x,landmark_9_y,landmark_10_x,landmark_10_y,landmark_11_x,landmark_11_y,landmark_12_x,landmark_12_y,landmark_13_x,landmark_13_y,landmark_14_x,landmark_14_y,landmark_15_x,landmark_15_y,landmark_16_x,landmark_16_y,landmark_17_x,landmark_17_y,landmark_18_x,landmark_18_y,landmark_19_x,landmark_19_y,landmark_20_x,landmark_20_y
4,0.6953225332926131,0.8619328406056449,0.6353367872574918,0.8442128885768856,0.5390650097739902,0.7706928019879925,0.5646401196293679,0.6928684653776974,0.6687899041049572,0.6358921332267371,0.5329773817075039,0.6357384908079508,0.5029150840766372,0.4640959116408909,0.4782066713852559,0.3620787916830433,0.47694347945251275,0.30251249703820887,0.6296499565608277,0.5506524018402095,0.5686953378906857,0.4980659426882438,0.5948159083798564,0.6243040630869985,0.6141265174332441,0.6975377320681393,0.7057576335000322,0.5064071813952095,0.6631991176162129,0.5104542196480244,0.6330728023679487,0.6355427730329841,0.6424687837932326,0.6973186594025217,0.7399452424495658,0.5029541396990326,0.692910696246309,0.5193745454670674,0.6752152805072635,0.6241407042144683,0.6860244870391521,0.6883262094965081
4,0.7747564460462657,0.7586637215948545,0.7147871515530865,0.7185492172916155,0.6510408744201811,0.6340805564440447,0.7109471219659576,0.5772174178214783,0.8126261314482044,0.5437575096393961,0.661806789587594,0.49195940203489286,0.6436089693941277,0.3153519679651371,0.6140715408680305,0.23152555230478372,0.600610041546545,0.17623991610040052,0.7657058582420819,0.44957029739895804,0.7281600513525699,0.33511245606424034,0.7681634044677493,0.4097652560903271,0.7699117029453192,0.4952459405237213,0.8379832027451432,0.43008321600915067,0.8206615735459168,0.38528953735349,0.7947052230646993,0.47807445389235625,0.7853190794869802,0.5602552949012704,0.853307661899763,0.43962482233363775,0.8429210551351133,0.38298544356340236,0.8182107982216624,0.44991819578147896,0.8035872770811963,0.5429107459256797
4,0.3013649195986817,0.8779803938899883,0.23248676069869373,0.7811042219545581,0.157434372491221,0.6931698126995559,0.15375534295588175,0.6475725075787698,0.24281270190655835,0.6251620132549014,0.11578366289552831,0.7732569567793707,0.10704859650646845,0.5632509606622891,0.13703598889234903,0.4657810912277102,0.17819784817029694,0.4104318042358554,0.1594246969073177,0.6947964211435742,0.21322099017467974,0.544226415385362,0.2016727783196119,0.5778301191645048,0.18003699576718404,0.6427063798363475,0.22339102663408603,0.6460524727518747,0.2702702250559029,0.5332941585739,0.227969631013234,0.5552304722781756,0.21918842824925502,0.6109042049040488,0.3027192536337042,0.6257156372948308,0.31565575358974685,0.5099851134635679,0.28916192061512996,0.534809038368924,0.2769802358048293,0.6113073031014336
4,0.5659387631553597,0.4186354433358892,0.5881673243355549,0.38670559982733504,0.5827200833106003,0.31842453008806104,0.5952579873324984,0.2799236387402708,0.6208943374401682,0.26670445531363524,0.5478620902136695,0.31630319784307714,0.5290828041565907,0.30476124191370313,0.5076515322110999,0.2898368450065439,0.5023151967111832,0.2795266694963994,0.5448026854839436,0.2606117933268135,0.5297121112438222,0.2647919039866654,0.5671957704253993,0.2544933382031219,0.5718021278082399,0.26283719913955583,0.5198299794195705,0.21067255829939235,0.5264975038068157,0.2350927534290354,0.5176317835678901,0.22125864039015997,0.5218763636477181,0.22906696046690656,0.4862166774187454,0.1736141234160541,0.4901236404689132,0.16814573902905883,0.4911710263965496,0.15589443317513219,0.4933241686755762,0.21052899150392723
4,0.2255177916440131,0.88585879462551,0.2588864652834525,0.8422210916772594,0.22932234538441248,0.7725906407027691,0.20862126293454944,0.7220070288854615,0.2120650364704098,0.6592752026299371,0.17459801580626366,0.6461050014703807,0.14997667342901408,0.4447893617720151,0.1655222246467682,0.3498867241023826,0.1910458905247283,0.28919818570040157,0.09332094725250428,0.5883947400207337,0.12095721340776447,0.4887201899498129,0.11559781556556747,0.6065397196897964,0.11724364525987138,0.7019183559486211,0.02024613966355615,0.5572757568661283,0.04649495139118001,0.5072681193738664,0.023929818212124115,0.6173303470808393,0.047942700617147976,0.710120497391093,0.007299266921513892,0.5602296000622974,0.004331923148783584,0.49502167170935374,0.007173190264173679,0.5746325493822305,0.024370337573615897,0.6734545774264349
4,0.5465587198674547,0.44084685041828586,0.5653653394815501,0.4021555319168882,0.5495134638827713,0.3508420987638159,0.5594435132189541,0.33538230229677757,0.6024231274305548,0.3320362893612128,0.5216440210418691,0.3488807210323418,0.5058622545544303,0.3371391845700489,0.48679136955018104,0.3257563946019141,0.4835698050437734,0.3177838797429737,0.5178978812875319,0.29375120774238295,0.5005744598144494,0.3006112132907579,0.5328273259864098,0.2903605866294715,0.5386620017431406,0.2955795320837963,0.49518084698249565,0.2442502849949485,0.4972269366364014,0.2721622051113927,0.4870050644344135,0.253436401195415,0.4950905726938468,0.2567448819159247,0.4678453167081337,0.21138534312838686,0.4650370417838424,0.2068758905928051,0.4669699866468496,0.19069620206986704,0.4731562987787546,0.24107276481276563
4,0.7496186748794107,0.7806101086110383,0.6901236584639674,0.7413452332890786,0.6226853519784168,0.667067154338075,0.672074136496867,0.6146136358255164,0.7747304849006379,0.5852718941050967,0.6284755921766697,0.5203919144165919,0.606601458787043,0.34696758268678574,0.5761083666302321,0.2613273401842069,0.5631628621899817,0.20485547973942292,0.7287361511033533,0.4752031871414486,0.6865483562189224,0.37110613875965437,0.7247225647552006,0.45895845172997607,0.7303593296631768,0.5429635549760059,0.8019777166667543,0.45382855921761955,0.7846207318685384,0.4116790218082867,0.7591884606378232,0.5100635769522186,0.7515941902599212,0.590593097666582,0.8219239688095402,0.46321480947642113,0.8081750314499705,0.4111559396017739,0.785311176560926,0.4825458327033566,0.7741863290384927,0.5720870091888739
4,0.5000086483910463,0.7353154622258694,0.5474768333286832,0.6225131694641435,0.541228994347552,0.5412251874635962,0.5750839074943254,0.5016158721035138,0.6145413654179448,0.47318613112774394,0.3964097552298591,0.4628319519603511,0.37779932384489234,0.33375598109753823,0.3756387393575281,0.2619762808959601,0.38339957499433136,0.21839435581584232,0.35786955717832425,0.4517348772650046,0.46934099104059557,0.44127269940175706,0.5225747499592206,0.4864403320705728,0.5011138263405449,0.5163742628561281,0.34668373246765105,0.46651143129718187,0.50252009220721,0.49875846197393253,0.5068930523881674,0.5315444808626186,0.47665055947681423,0.5480794853595591,0.37202007357889333,0.49515739801203196,0.48509400241296485,0.5097466495727688,0.49390843851433847,0.5433583660650508,0.4629900255432407,0.5907576211969665
4,0.30436210403046193,0.8556574261409454,0.35481340978708875,0.8143767200029464,0.3591329560321481,0.7510420723077919,0.37648412461843495,0.6733236896055937,0.3711844079056538,0.5880120316023765,0.31330200876466224,0.621183446546104,0.3115400654995628,0.43608856032619214,0.32641853177891783,0.34132956230503225,0.3418040421242829,0.28460211972935334,0.24891926926310948,0.5361666946904726,0.2641392467850524,0.380737489272556,0.27125368855888427,0.47304064319761774,0.2806145030026882,0.5586313748996596,0.17821101108126083,0.4824911723831925,0.20487281955771755,0.3627353063714344,0.1880659562280492,0.4482245047998712,0.20288950295281136,0.5605256408826841,0.14966599091628993,0.4723984369209283,0.15127603764466863,0.3541910004894584,0.16299205578649534,0.40548898024934454,0.1763976715467273,0.5365346046962252
4,0.5112444017258052,0.6971266716562838,0.5473737250799829,0.6247014270590354,0.5407675933785269,0.521121344638171,0.5348717146576636,0.4494629952735256,0.5191191790560485,0.4108841553536466,0.4701288749283582,0.4361056281510176,0.45012912769898616,0.2932154237951151,0.4383409659463328,0.22497800830519604,0.4384193350807465,0.18617185456560015,0.4196537314005251,0.41273392285528143,0.40036861657720446,0.34357667669255243,0.45036108151632515,0.4354380002427424,0.47392993604807254,0.5038401003929487,0.3624623162985837,0.4029473532449942,0.3692079174753997,0.3859171814287676,0.3932610936803196,0.463653975641932,0.42085492076304165,0.5203354565809107,0.32644039357530263,0.4129901412872595,0.32719779031409635,0.3639883941833941,0.3567253562141606,0.4172567944153823,0.3721293499417286,0.49528701020458743
4,0.2947951783660907,0.8515003100400432,0.3448104944519,0.8158870949003343,0.3428735004249306,0.7536813244893882,0.35473281293909276,0.6795239724265861,0.36017301082130915,0.5905793214634909,0.2980175606596492,0.6294261400979645,0.3004605322519849,0.438977725314327,0.31695451805475067,0.3426262692460728,0.33376750944518674,0.28548178459738355,0.2323295224286394,0.5411817375276151,0.25383906578983284,0.37797926479030153,0.26091868651217637,0.46327872677515947,0.2676196478414845,0.5519239060708991,0.16295537954509945,0.4855222874187727,0.18903374219383237,0.3658381201772665,0.17320870498449384,0.4492861404832451,0.18983805120362304,0.5593505006065717,0.13557208950515268,0.47269235563611856,0.13798875365995933,0.35433361968768595,0.149304222445787,0.4036890264863958,0.16313076889930922,0.5326747877542413
4,0.22350850947523948,0.876778196508824,0.2555789649468344,0.8390613710424133,0.22959265886618574,0.7714642080670554,0.2051795198008878,0.7201731625412414,0.20352317313712687,0.6612211454361616,0.17360904307642622,0.6533509517400021,0.1469324224553439,0.4542580039494597,0.16208503611083036,0.35607471986978273,0.18677589551966164,0.2928213712515429,0.09139976296287972,0.5929641661539276,0.1200892457967789,0.4928176140962609,0.11382877401879166,0.6103114150632245,0.11422530458990224,0.7073504651002469,0.017904180445351137,0.5600301304212257,0.044206221640573196,0.5143248796913216,0.020402747900126472,0.625304898094216,0.04409718199080051,0.7173356402250243,0.004187261385332708,0.5611066187671937,0.0026294763437948454,0.4986705614174607,0.0042008616100828455,0.5833582616828573,0.01986041656158652,0.6826308078905488
4,0.7490663594163008,0.7801874815939184,0.6891925842391022,0.7419628715942759,0.6215772955946498,0.6698344857204882,0.6701993946897379,0.6171385316659087,0.7710150068776594,0.5857810911821024,0.6270726758076014,0.5311300336160057,0.6025039562961937,0.3541043577051788,0.5725739599825865,0.2683418192627691,0.5588839925624747,0.21289638911070768,0.7271255418118255,0.4819847663245581,0.6859254239457712,0.36948975451161103,0.7264088509296893,0.45388047552835953,0.7320252424399555,0.5378339566996988,0.8001359302671451,0.4581548654566613,0.7804423860481648,0.4161736428578023,0.7566702511038311,0.5139636623382167,0.7509549729866022,0.5940354576504613,0.8207086140408802,0.46631052956394925,0.8073954795628492,0.40991349777361963,0.7858765054831212,0.47957520068674964,0.7745581874487057,0.5704558368582207
4,0.304207680197925,0.8591988424776719,0.35572308736557334,0.8155689902919894,0.3597169247093796,0.7511555948336114,0.37794568564089204,0.6718283470892871,0.37873884167124094,0.5845872365788207,0.31134128828394647,0.6201456776813817,0.3083353451886395,0.43168383558358814,0.32504877310726416,0.3358504841539705,0.34048000762034253,0.2778003258797484,0.24858972501363186,0.536311705611028,0.2661726428972788,0.3756106511594204,0.27521870066775833,0.4748807105378736,0.28281724054235946,0.5642944859827281,0.17989664989837048,0.484638768421343,0.20495630681071572,0.36339953559936683,0.19131243259358147,0.45078701696330414,0.20673368337132916,0.5620981078284505,0.15216858246326312,0.475589498002034,0.15376954674127669,0.35578669027137155,0.16658510746292748,0.40876402482613317,0.18034899074637906,0.5373395576112938
4,0.22218075990638725,0.8893862447179294,0.25702354183708154,0.841335374711901,0.22775495543874685,0.7710042562154561,0.20462797955617287,0.7177595090802357,0.2068724701593963,0.6521725716829043,0.17280271516705364,0.6444887124352824,0.14769165129014397,0.4429117490795351,0.16383889935541496,0.34843181437320275,0.18907352047841314,0.28704627912283465,0.09046473178098446,0.5868922566678019,0.11712852919500893,0.48701902277485765,0.11177558886024425,0.6065505904207791,0.11160123913754996,0.7022782375615919,0.017482823765925082,0.5554856142949759,0.04333223437660144,0.5012731633123892,0.019797400598823567,0.6098820076386224,0.04086331355648018,0.7016610348379938,0.004758422094710585,0.5572018819877868,0.0016700066641535116,0.48764076950087965,0.0031470925662256677,0.5646154802307849,0.01798012240179281,0.6627781593462911
4,0.49163562736692257,0.4650197953526223,0.5103389606176358,0.427639354142795,0.4895630504581074,0.3765045886742817,0.48697294015471737,0.3546626988176874,0.524452706474945,0.35068529314331004,0.46569957854154154,0.3935691150853208,0.45024985768309145,0.3714234983428303,0.43651080010655446,0.35446896744258255,0.4392115726259904,0.3433315591913589,0.45716375224851746,0.33230987338877216,0.44788932090555966,0.33435627047867,0.4658284536244185,0.32201385782854575,0.46658971473542155,0.325124644061895,0.43306329402594035,0.2759417027384724,0.4409853662698514,0.303222312209148,0.4196143273647728,0.28674626265579695,0.42585027216359317,0.28982522860506255,0.4107170415636805,0.23647695092001597,0.40893181345681484,0.23187002464892092,0.40407433774360396,0.21783083257208014,0.4073567756393576,0.26834959100869293
4,0.22147036104488965,0.8886360457888821,0.25496663336202824,0.8411587289126299,0.2259927123714206,0.7738278603817522,0.20348311071461908,0.722070100252857,0.20716463058126983,0.655561691758298,0.1714152037083616,0.646143767672959,0.1463577977551763,0.4468792171460848,0.16240707525906212,0.35148593857719007,0.18691948691074542,0.2897540473346961,0.08945264576423229,0.5881732410224438,0.11577606288807377,0.4901212866592888,0.11446624728056154,0.6110097194421231,0.11654696366250741,0.7035308125262172,0.016699625500321308,0.5565788201581371,0.04029466857811051,0.504989625531074,0.020496947296439888,0.6128140085021885,0.04325515932089061,0.7023433853643152,0.004389619028898811,0.5587744162017315,0.0003876373465234173,0.4931029604435945,0.004056275687895489,0.5694611572821838,0.019359205203378915,0.6641715912457984
4,0.299857621554613,0.7443700746637537,0.3361895666043568,0.715755405812402,0.3344505884482132,0.6431586460690043,0.32374780176715434,0.6061524792150247,0.3511600455162571,0.5736676876568849,0.28684961983552015,0.4913956272912642,0.27147742179439016,0.3216437230949669,0.27914129095917245,0.25143909825898436,0.29663949109365084,0.2038058768273439,0.2118382262567997,0.42574224259770543,0.26055424256371307,0.3782603554983681,0.26746296993507634,0.48858074538024754,0.25822902990920216,0.5652391752167762,0.13966429839298225,0.3862962445154229,0.2063165993570605,0.4417444547221168,0.18049793664338457,0.5450133255567791,0.18173796842431714,0.5912298216194406,0.1139316132866468,0.37676016894108244,0.15632255635989717,0.43222780657316673,0.15140608690870666,0.512762880030403,0.147314093341889,0.5643218798062886
4,0.3014831580379409,0.847381114408532,0.34703527393839945,0.8183043344996133,0.34769258951852094,0.7556841861949185,0.36033319466104496,0.68771304446511,0.3668500138102254,0.5991755770711782,0.30677077709141587,0.6223627239417097,0.3088157265848881,0.4358282644314113,0.3258504404344281,0.34098473425308223,0.34183457082547747,0.2831768532408153,0.2401140237981037,0.5352562574285364,0.2556300431357822,0.3769875098673455,0.2664879979130451,0.4592370562374293,0.27654772674617456,0.548530619732496,0.1689355647095774,0.4808229192878596,0.19360861263424237,0.36896823780172433,0.17885049337842343,0.45559179581543363,0.19598435055157024,0.5651129889183181,0.13992183378336823,0.4682710404298124,0.14084230744887322,0.35940822311113974,0.15176559949919177,0.41559647846432923,0.16695833014613465,0.5444135786288387
4,0.6973023748284886,0.8608490600474231,0.6384490389839483,0.8413468371405257,0.5439147777126165,0.7666729126851556,0.5739734841355193,0.6889841672497535,0.6802117789446627,0.6326711376253578,0.5402084203690443,0.632535284676517,0.5100707061834246,0.46679731995377516,0.4842157208763685,0.3628213386473184,0.4826267284991194,0.30224472118351253,0.6379231124582356,0.5443612847247417,0.5698129716064338,0.50071008831196,0.5994327315743538,0.6322806020322889,0.6229097943167736,0.7036993025541078,0.7133020093618981,0.4995708966747433,0.6676263319273937,0.5056411850014428,0.6385483047104016,0.6288858347365551,0.6510756012707175,0.6896175537375219,0.7468608060435231,0.4964474623257499,0.6984603270431936,0.5137595004138443,0.6816501064607905,0.6176946777170486,0.694602616720785,0.6820869779768459
